concept_id,gloss,ja_word,part_of_speech,de_part_of_speech,de_word,de_gender,de_plural,de_cefr,note
1201,share house,シェアハウス,noun,noun,Wohngemeinschaft,die,Wohngemeinschaften,b2,
1202,to heat up,温める,verb,verb,erwärmen,,,b1,
1203,"rock, boulder, crag",岩,noun,noun,Fels,der,Felsen,b1,
1204,"to work, labor",働く,verb,verb,tätig sein,,,b2,Distinct from 勤める/arbeiten.
1205,"telephone, phone, phone call",電話,noun,noun,Telefon,das,Telefone,a1,
1206,"feeling, mood, sensation",気持ち,noun,noun,Gefühl,das,Gefühle,a2,Distinct from 気分/Stimmung.
1207,"to be reflected, to appear",映る,verb,verb,sich spiegeln,,,b2,
1208,money,お金,noun,noun,Geld,das,,a1,
1209,"to get off, to alight",降りる,verb,verb,aussteigen,,,a2,
1210,"to distribute, to hand out, to deal (cards)",配る,verb,verb,verteilen,,,b1,
1211,"to stop, to halt, to prevent (transitive)",止める,verb,verb,stoppen,,,a2,
1212,"guardianship, guardian, backing, support",後見,noun,noun,Vormundschaft,die,Vormundschaften,c1,
1213,"refreshing, exhilarating",爽快,adjective,adjective,erfrischend,,,b2,
1214,"to use, to make use of",使う,verb,verb,benutzen,,,a1,
1215,"every week, weekly",毎週,noun,adverb,wöchentlich,,,b1,"German equivalent is an adverb, not a noun."
1216,"relief, peace of mind",安心,noun,noun,Beruhigung,die,,b2,
1217,"to wake up, to get up, to occur",起きる,verb,verb,aufstehen,,,a1,
1218,"box, case, container",箱,noun,noun,Schachtel,die,Schachteln,a2,
1219,diagnosis,診断,noun,noun,Diagnose,die,Diagnosen,b2,
1220,share (jointly own),共有,noun,noun,Freigabe,die,Freigaben,b2,Distinct from 共同/Zusammenarbeit.
1221,bank (financial institution),銀行,noun,noun,Bank,die,Banken,a1,
1222,"guideline, policy",指針,noun,noun,Richtlinie,die,Richtlinien,b2,
1223,"above, more than, that's all, no less than",以上,noun,,,,,,A grammatical function word; no German noun equivalent.
1224,"refrigerator, fridge",冷蔵庫,noun,noun,Kühlschrank,der,Kühlschränke,a1,
1225,"disparity, gap",格差,noun,noun,Kluft,die,Klüfte,c1,
1226,foreign country,異国,noun,,,,,,German Ausland already covers 外国; no separate word.
1227,"shopping, purchasing",買い物,noun,noun,Einkauf,der,Einkäufe,a1,
1228,roof,屋根,noun,noun,Dach,das,Dächer,a2,
1229,father (humble/plain form),父,noun,,,,,,German has no humble register; 父親/Vater and お父さん/Papa cover this.
1230,support,サポート,noun,,,,,,Loanword duplicating 対応/Unterstützung.
1231,curry,カレー,noun,noun,Curry,das,,a2,
1232,"offer, provision",提供,noun,noun,Angebot,das,Angebote,b1,
1233,"town, city, street",街,noun,noun,Innenstadt,die,Innenstädte,b1,Distinct from 都市/Stadt and 市/Gemeinde.
1234,pizza,ピザ,noun,noun,Pizza,die,Pizzen,a1,
1235,private lodging (airbnb-style stay),民泊,noun,noun,Privatunterkunft,die,Privatunterkünfte,b2,
1236,"field, meadow, open plain",野原,noun,noun,Wiese,die,Wiesen,a2,
1237,"to surround, enclose, encircle",囲む,verb,verb,umgeben,,,b2,
1238,"to meet, to see (a person)",会う,verb,verb,begegnen,,,b1,
1239,"beauty salon, hairdresser's",美容院,noun,noun,Friseursalon,der,Friseursalons,a2,
1240,"arranging, tidying up, organizing",整理,noun,noun,Ordnung,die,,b1,
1241,"new, fresh, recent",新しい,adjective,adjective,neu,,,a1,
1242,t-shirt,Tシャツ,noun,noun,T-Shirt,das,T-Shirts,a1,
1243,"circumstances, convenience",都合,noun,noun,Umstände,die,,b2,Used in the plural in German.
1244,"easy-going, careless",安易,adjective,adjective,leichtfertig,,,c1,
1245,"musical composition, composing music",作曲,noun,noun,Komposition,die,Kompositionen,b2,
1246,"command, direction",指揮,noun,noun,Leitung,die,Leitungen,b2,
1247,bereaved family,遺族,noun,noun,Hinterbliebenen,die,,c1,Used in the plural in German.
1248,"language study, linguistics",語学,noun,noun,Sprachwissenschaft,die,Sprachwissenschaften,b2,
1249,"kindness, kind-heartedness, being kind",親切,noun,noun,Freundlichkeit,die,,b1,
1250,size,サイズ,noun,noun,Größe,die,Größen,a1,
1251,"to feel, to sense, to perceive",感じる,verb,verb,fühlen,,,a2,
1252,"thin, slender, narrow, fine",細い,adjective,adjective,dünn,,,a1,Distinct from 細かい/fein.
1253,"healthy, energetic, lively",元気,adjective,adjective,munter,,,b1,
1254,"disability, handicap",障害,noun,noun,Behinderung,die,Behinderungen,b1,
