concept_id,gloss,ja_word,part_of_speech,de_part_of_speech,de_word,de_gender,de_plural,de_cefr,note
301,bow and arrow,弓矢,noun,phrase,Pfeil und Bogen,,,b1,German uses a fixed two-noun phrase.
302,"center, middle",中央,noun,noun,Mitte,die,,a2,
303,"diary, journal",日記,noun,noun,Tagebuch,das,Tagebücher,a2,
304,"high school, senior high school",高校,noun,noun,Gymnasium,das,Gymnasien,a2,
305,produce (fruit and vegetables),青果,noun,phrase,Obst und Gemüse,,,a2,German uses a fixed two-noun phrase.
306,rent,賃料,noun,noun,Miete,die,Mieten,a2,
307,printing,印刷,noun,noun,Druck,der,,b1,
308,"to try, attempt, make an effort",試みる,verb,verb,versuchen,,,a2,
309,"play, game, amusement, fun",遊び,noun,noun,Spiel,das,Spiele,a1,
310,discount,割引,noun,noun,Rabatt,der,Rabatte,a2,
311,"restoration, recovery",復旧,noun,noun,Wiederherstellung,die,,c1,
312,"small, little, tiny",小さい,adjective,adjective,klein,,,a1,
313,"to plant, to grow (a plant)",植える,verb,verb,pflanzen,,,a2,
314,"steam train, train (old-fashioned term)",汽車,noun,noun,Dampflok,die,Dampfloks,b2,
315,"makeup, cosmetics",化粧,noun,noun,Make-up,das,,a2,
316,"hobby, pastime",趣味,noun,noun,Hobby,das,Hobbys,a1,
317,"light meal, snack, refreshment",軽食,noun,noun,Imbiss,der,Imbisse,b1,
318,revolution,革命,noun,noun,Revolution,die,Revolutionen,b2,
319,(train) station,駅,noun,noun,Bahnhof,der,Bahnhöfe,a1,
320,"to close, to shut (transitive)",閉める,verb,verb,schließen,,,a2,
321,not applicable,対象外,noun,phrase,nicht zutreffend,,,b2,"German expresses this as a phrase, not a noun."
322,monday,月曜日,noun,noun,Montag,der,Montage,a1,
323,flower,花,noun,noun,Blume,die,Blumen,a1,
324,"story, talk, conversation, subject",話,noun,noun,Gespräch,das,Gespräche,a2,
325,"agriculture, farming",農業,noun,noun,Landwirtschaft,die,,b1,
326,"to differ, to vary",異なる,verb,verb,sich unterscheiden,,,b1,
327,"cafeteria, dining room, restaurant",食堂,noun,noun,Kantine,die,Kantinen,b1,
328,curtain,カーテン,noun,noun,Vorhang,der,Vorhänge,a2,
329,wallet,財布,noun,noun,Geldbörse,die,Geldbörsen,a2,
330,"to speak, to talk, to tell",話す,verb,verb,sprechen,,,a1,
331,bed,ベッド,noun,noun,Bett,das,Betten,a1,
332,"to lose, forfeit",失う,verb,verb,verlieren,,,a2,
333,"talk, conversation, discourse, comment",談話,noun,noun,Unterhaltung,die,Unterhaltungen,b1,Distinct from 話/Gespräch.
334,ticket (for transportation),切符,noun,noun,Ticket,das,Tickets,a1,Distinct from 乗車券/Fahrkarte.
335,"application, practical use",応用,noun,noun,Anwendung,die,Anwendungen,b1,
336,"natural, obvious, of course",当然,noun,adjective,selbstverständlich,,,b1,"German equivalent is an adjective, not a noun."
337,"future, one's future prospects",将来,noun,noun,Zukunft,die,,a2,
338,to read,読む,verb,verb,lesen,,,a1,
339,"to attach, affix, turn on, apply",付ける,verb,verb,anbringen,,,b1,
340,century,世紀,noun,noun,Jahrhundert,das,Jahrhunderte,b1,
341,information,情報,noun,noun,Information,die,Informationen,a2,
342,"walk, stroll",散歩,noun,noun,Spaziergang,der,Spaziergänge,a2,
343,"to bring near, to push",寄せる,verb,verb,heranrücken,,,c1,
344,culture,文化,noun,noun,Kultur,die,Kulturen,b1,
345,"station staff, station worker",駅員,noun,noun,Bahnbeamte,der,Bahnbeamten,c1,
346,"poor at, not good at, bad with, dislike",苦手,adjective,,,,,,Fuses inability and dislike; no single German adjective covers both.
347,to move (to a new residence),引っ越す,verb,verb,umziehen,,,a2,
348,"garden, park (formal or traditional garden)",庭園,noun,noun,Garten,der,Gärten,a1,
349,spiciness level,辛さ,noun,noun,Schärfe,die,,b2,
350,"chest, breast",胸,noun,noun,Brust,die,Brüste,a2,
351,"textbook, coursebook",教科書,noun,noun,Lehrbuch,das,Lehrbücher,b1,
352,"light, ray, gleam",光,noun,noun,Licht,das,Lichter,a1,
353,"life, living, daily life",生活,noun,noun,Alltag,der,,b1,Distinct from 命/Leben: everyday life rather than life itself.
354,"to wrap, envelop, cover",包む,verb,verb,einpacken,,,a2,
355,buddhist temple,寺,noun,noun,Tempel,der,Tempel,b1,
356,topping,トッピング,noun,noun,Belag,der,Beläge,b2,
357,skirt,スカート,noun,noun,Rock,der,Röcke,a1,
358,"oil, fat, grease",油,noun,noun,Öl,das,Öle,a1,
359,sheep,羊,noun,noun,Schaf,das,Schafe,a2,
360,"field, area, domain, sector",分野,noun,noun,Fachgebiet,das,Fachgebiete,b2,Distinct from 領域/Bereich.
361,"journalist, reporter, correspondent",記者,noun,noun,Journalist,der,Journalisten,b1,
362,"to take (someone) along, bring",連れる,verb,verb,mitnehmen,,,a2,
363,on foot,徒歩,noun,adverb,zu Fuß,,,a1,"German equivalent is an adverbial phrase, not a noun."
364,"probably, maybe, perhaps",多分,noun,adverb,vielleicht,,,a1,"German equivalent is an adverb, not a noun."
365,"skill, ability, technique",技能,noun,noun,Fähigkeit,die,Fähigkeiten,b1,
366,cash,現金,noun,noun,Bargeld,das,,a2,
367,"friend, companion",友達,noun,noun,Freund,der,Freunde,a1,
368,beef,牛肉,noun,noun,Rindfleisch,das,,a2,
369,"plaza, public square, open space",広場,noun,noun,Marktplatz,der,Marktplätze,b1,Distinct from 席/Platz.
370,"habit, custom",習慣,noun,noun,Gewohnheit,die,Gewohnheiten,b1,
371,"resolution, settlement",解決,noun,noun,Lösung,die,Lösungen,b1,
372,"pedestrian crossing, crosswalk",横断歩道,noun,noun,Zebrastreifen,der,Zebrastreifen,b1,
373,unreserved seat,自由席,noun,,,,,,German rail has no single term for a non-reservable seat class.
374,"modern times, contemporary age",現代,noun,noun,Gegenwart,die,,b1,
375,fitting / trying on clothes,試着,noun,noun,Anprobe,die,Anproben,b1,
376,"examination, test, exam",試験,noun,noun,Prüfung,die,Prüfungen,a2,
377,"introduction, primer, beginning level",入門,noun,noun,Einführung,die,Einführungen,b1,
378,history (record),履歴,noun,noun,Verlauf,der,Verläufe,b2,
379,"substitute, replacement",代わり,noun,noun,Ersatz,der,,b1,
380,"eternal, everlasting",永遠,adjective,adjective,ewig,,,b1,
381,may,五月,noun,noun,Mai,der,,a1,
382,"baby, infant",赤ちゃん,noun,noun,Baby,das,Babys,a1,
383,"japanese sake, rice wine",日本酒,noun,,,,,,Culturally specific; German only borrows Sake.
384,barcode,バーコード,noun,noun,Barcode,der,Barcodes,b1,
385,"place, location, spot, position",場所,noun,noun,Ort,der,Orte,a1,
386,"salary, wages, pay",給料,noun,noun,Gehalt,das,Gehälter,b1,
387,"inspection, examination",検査,noun,noun,Untersuchung,die,Untersuchungen,b1,
388,"stock price, share price",株価,noun,noun,Aktienkurs,der,Aktienkurse,b2,
389,"acting, performance",演技,noun,noun,Darstellung,die,Darstellungen,b2,
390,"resident, inhabitant",住民,noun,noun,Einwohner,der,Einwohner,b1,
391,humidifier,加湿器,noun,noun,Luftbefeuchter,der,Luftbefeuchter,b2,
392,"race (running), competitive race",競走,noun,noun,Rennen,das,Rennen,b1,
393,"medicine, drug, remedy, medication",薬,noun,noun,Medikament,das,Medikamente,a2,
394,"cheap, inexpensive",安い,adjective,adjective,billig,,,a1,
395,"to pass, to go through, to commute",通る,verb,verb,durchgehen,,,b1,
396,"development, growth, expansion",発展,noun,noun,Entwicklung,die,Entwicklungen,b1,
397,"national border, frontier",国境,noun,noun,Grenze,die,Grenzen,b1,
398,report,報告,noun,noun,Bericht,der,Berichte,b1,
399,"to die, to pass away",亡くなる,verb,verb,versterben,,,b2,Formal register; plain sterben reserved for 死ぬ.
400,seasoning,調味料,noun,noun,Gewürz,das,Gewürze,b1,
401,"to receive, to get",受ける,verb,verb,bekommen,,,a1,
402,"broadcasting station, tv/radio station",放送局,noun,noun,Sender,der,Sender,b1,
403,glasses,メガネ,noun,noun,Brille,die,Brillen,a1,
