concept_id,gloss,ja_word,part_of_speech,de_part_of_speech,de_word,de_gender,de_plural,de_cefr,note
1,moving in,入居,noun,noun,Einzug,der,Einzüge,b1,
2,"change, variation, transformation",変化,noun,noun,Veränderung,die,Veränderungen,b1,
3,"business, trade, commerce",商売,noun,noun,Geschäft,das,Geschäfte,a2,
4,"hot (weather, air temperature)",暑い,adjective,adjective,heiß,,,a1,
5,"kind, gentle",優しい,adjective,adjective,nett,,,a1,
6,"gray, grey",灰色,noun,noun,Grau,das,,a1,
7,return of goods,返品,noun,noun,Rücksendung,die,Rücksendungen,b2,
8,"body (human body), the whole body",身体,noun,noun,Körper,der,Körper,a2,
9,"topic, subject of talk, hot topic",話題,noun,noun,Thema,das,Themen,a2,
10,"to exclude, to remove",除く,verb,verb,ausschließen,,,b2,
11,weekly publication,週刊,noun,noun,Wochenzeitschrift,die,Wochenzeitschriften,b2,
12,"body, physique",体,noun,noun,Statur,die,Staturen,c1,Distinct from 身体/Körper: this concept is build/physique.
13,"dad, father (polite/familiar form)",お父さん,noun,noun,Papa,der,Papas,a1,Familiar register; Vater reserved for 父親.
14,entrance ceremony (for starting school),入学式,noun,noun,Einschulungsfeier,die,Einschulungsfeiern,c1,
15,1000 yen,千円,noun,,,,,,A numeric amount rather than vocabulary; no German lexical equivalent.
16,bathroom,浴室,noun,noun,Badezimmer,das,Badezimmer,a1,
17,"to buy, to purchase",買う,verb,verb,kaufen,,,a1,
18,prepared side dish,惣菜,noun,noun,Beilage,die,Beilagen,b1,
19,"meeting, conference, assembly",会議,noun,noun,Besprechung,die,Besprechungen,b1,
20,channel,チャンネル,noun,noun,Kanal,der,Kanäle,b1,
21,"to hit, to strike, to beat",打つ,verb,verb,schlagen,,,a2,
22,"bedroom, sleeping room",寝室,noun,noun,Schlafzimmer,das,Schlafzimmer,a1,
23,"notebook, planner, pocket diary",手帳,noun,noun,Taschenkalender,der,Taschenkalender,b2,
24,congestion,混雑,noun,noun,Gedränge,das,,b2,
25,"mathematics, math",数学,noun,noun,Mathematik,die,,a2,
26,"all, everything",全部,noun,pronoun,alles,,,a1,"German equivalent is a pronoun, not a noun."
27,second (unit of time),秒,noun,noun,Sekunde,die,Sekunden,a1,
28,"old, ancient, antique",古い,adjective,adjective,alt,,,a1,
29,customer,顧客,noun,noun,Kunde,der,Kunden,a2,
30,"commuting to school, going to school",通学,noun,noun,Schulweg,der,Schulwege,b1,
31,japanese archery,弓道,noun,,,,,,Culturally specific (kyūdō); German Bogenschießen means archery generally.
32,rice ball,おにぎり,noun,,,,,,Culturally specific; German only borrows Onigiri.
33,new year's greetings,年賀,noun,noun,Neujahrsgruß,der,Neujahrsgrüße,b2,
34,school,学校,noun,noun,Schule,die,Schulen,a1,
35,"state, situation, condition, appearance",様子,noun,noun,Zustand,der,Zustände,b1,
36,"decrease, reduction",減少,noun,noun,Abnahme,die,Abnahmen,b2,
37,"last, final, end",最後,noun,noun,Ende,das,Enden,a1,
38,"limited express (train), super express",特急,noun,noun,Schnellzug,der,Schnellzüge,b1,
39,mute,ミュート,noun,noun,Stummschaltung,die,Stummschaltungen,b2,
40,"surface, exterior, outside",表面,noun,noun,Oberfläche,die,Oberflächen,b1,
41,eyebrows,眉毛,noun,noun,Augenbraue,die,Augenbrauen,b1,
42,hamburg steak,ハンバーグ,noun,noun,Frikadelle,die,Frikadellen,b1,
43,"distinction, difference",区別,noun,noun,Unterschied,der,Unterschiede,a2,
44,cloud,雲,noun,noun,Wolke,die,Wolken,a2,
45,edit,編集,noun,noun,Bearbeitung,die,Bearbeitungen,b1,
46,beer,ビール,noun,noun,Bier,das,Biere,a1,
47,stationery,文具,noun,noun,Schreibwaren,die,,b1,Plural-only noun in German.
48,"last, final, ultimate",最終,noun,noun,Schluss,der,Schlüsse,b1,
49,birth,誕生,noun,noun,Geburt,die,Geburten,a2,
50,"to ring, to sound, to resound",鳴る,verb,verb,klingeln,,,a2,
51,exit,出口,noun,noun,Ausgang,der,Ausgänge,a1,
52,"same, identical, equal",同じ,adjective,adjective,gleich,,,a1,
53,"foundation, basis",基礎,noun,noun,Grundlage,die,Grundlagen,b1,
54,"worry, concern, anxiety",心配,noun,noun,Sorge,die,Sorgen,a2,
55,"exclusion, elimination",排除,noun,noun,Beseitigung,die,Beseitigungen,c1,
56,hair care,ヘアケア,noun,noun,Haarpflege,die,,b1,
57,"technology, technique",技術,noun,noun,Technik,die,Techniken,a2,
58,"spring equinox, vernal equinox",春分,noun,noun,Frühlingstagundnachtgleiche,die,,c2,
59,"executive, management",幹部,noun,noun,Führungskraft,die,Führungskräfte,c1,
60,check-out,チェックアウト,noun,noun,Check-out,der,Check-outs,b1,
61,guarantor,保証人,noun,noun,Bürge,der,Bürgen,c1,
62,july,七月,noun,noun,Juli,der,,a1,
63,"butcher shop, meat shop",肉屋,noun,noun,Metzgerei,die,Metzgereien,a2,
64,"to learn, to study",学ぶ,verb,verb,lernen,,,a1,
65,"kindergarten, nursery school",幼稚園,noun,noun,Kindergarten,der,Kindergärten,a2,
66,"language (system), tongue",言語,noun,noun,Sprache,die,Sprachen,a1,
67,bookmark,ブックマーク,noun,noun,Lesezeichen,das,Lesezeichen,b1,
68,newspaper,新聞,noun,noun,Zeitung,die,Zeitungen,a1,
69,"picture, painting, drawing, illustration",絵,noun,noun,Bild,das,Bilder,a1,
70,"weak point, shortcoming, disadvantage",短所,noun,noun,Schwäche,die,Schwächen,b1,
71,"desk, writing desk",机,noun,noun,Schreibtisch,der,Schreibtische,a1,
72,yellow,黄色い,adjective,adjective,gelb,,,a1,
73,"to return, to go home",帰る,verb,verb,zurückkehren,,,b1,
74,letter (written correspondence),手紙,noun,noun,Brief,der,Briefe,a1,
75,"excursion, field trip, school outing",遠足,noun,noun,Ausflug,der,Ausflüge,a2,
76,"to go up, to rise, to ascend",上がる,verb,verb,steigen,,,a2,
77,"coming and going, traffic",往来,noun,noun,Verkehr,der,,a2,
78,"manners, courtesy, etiquette, decorum",礼儀,noun,noun,Höflichkeit,die,,b2,
79,mask,仮面,noun,noun,Maske,die,Masken,a2,
80,to be born,生まれる,verb,verb,geboren werden,,,a2,German expresses this as a passive construction.
81,ambassador,大使,noun,noun,Botschafter,der,Botschafter,b2,
82,"profit, benefit, gain",利益,noun,noun,Gewinn,der,Gewinne,b1,
83,transcript,文字起こし,noun,noun,Transkript,das,Transkripte,c1,
84,"territory, domain",領域,noun,noun,Bereich,der,Bereiche,b1,
85,"real, genuine, true",本当,adjective,adjective,echt,,,a2,
86,"outside, outdoors",外,noun,adverb,draußen,,,a1,"German equivalent is an adverb, not a noun."
87,postage stamp,切手,noun,noun,Briefmarke,die,Briefmarken,a2,
88,miso soup,みそ汁,noun,,,,,,Culturally specific dish; German only borrows Misosuppe.
89,"to tell, announce, inform, declare",告げる,verb,verb,mitteilen,,,b1,
90,brand new,新品,noun,noun,Neuware,die,,b2,
91,"important, precious",大事,adjective,adjective,wichtig,,,a1,
92,staff,スタッフ,noun,noun,Personal,das,,b1,
93,girl,女の子,noun,noun,Mädchen,das,Mädchen,a1,
94,"anxious, uneasy",不安,adjective,adjective,unruhig,,,b1,
95,nosebleed,鼻血,noun,noun,Nasenbluten,das,,b2,
96,"realization, actualization",実現,noun,noun,Verwirklichung,die,Verwirklichungen,c1,
97,"hero, champion",英雄,noun,noun,Held,der,Helden,b1,
98,floor cushion,座布団,noun,noun,Sitzkissen,das,Sitzkissen,b2,
99,"to roll, to wind",巻く,verb,verb,wickeln,,,b1,
100,"standard, criterion",基準,noun,noun,Maßstab,der,Maßstäbe,b2,
101,"attention, caution",注意,noun,noun,Achtung,die,,a2,
102,"valley, gorge, ravine",谷,noun,noun,Tal,das,Täler,a2,
103,"polite, courteous",丁寧,adjective,adjective,höflich,,,a2,
104,"evening, late afternoon, dusk",夕方,noun,noun,Abend,der,Abende,a1,
105,"death, mortality",死亡,noun,noun,Tod,der,,a2,
106,"zone, area, district",区域,noun,noun,Gebiet,das,Gebiete,b1,
107,classroom,教室,noun,noun,Klassenzimmer,das,Klassenzimmer,a1,
108,follow (social media),フォロー,noun,noun,Folgen,das,,b1,Nominalized verb; German has no established noun for the social-media sense.
109,"line, wire, route",線,noun,noun,Linie,die,Linien,a2,
110,"to quit, resign, leave (a job)",辞める,verb,verb,kündigen,,,b1,
111,"to cut, to slice",切る,verb,verb,schneiden,,,a1,
112,"black, dark",黒い,adjective,adjective,schwarz,,,a1,
113,"to calm down, quiet down, subside",静まる,verb,verb,sich beruhigen,,,b1,
114,"abnormal, unusual",異常,adjective,adjective,ungewöhnlich,,,b1,
115,"morning, am (before noon)",午前,noun,noun,Vormittag,der,Vormittage,a1,
116,"married couple, husband and wife",夫婦,noun,noun,Ehepaar,das,Ehepaare,b1,
117,"case, situation, occasion",場合,noun,noun,Fall,der,Fälle,a2,
