concept_id,gloss,ja_word,part_of_speech,de_part_of_speech,de_word,de_gender,de_plural,de_cefr,note
451,face,顔,noun,noun,Gesicht,das,Gesichter,a1,
452,all you can eat,食べ放題,noun,noun,Buffet,das,Buffets,b1,
453,"management, administration, control",管理,noun,noun,Verwaltung,die,Verwaltungen,b1,
454,"impression, thoughts, feelings (about something)",感想,noun,noun,Eindruck,der,Eindrücke,b1,
455,open-flame grilled,直火焼き,noun,phrase,über offener Flamme gegrillt,,,b2,"German has no single word; descriptive phrase used."
456,dress (one-piece),ワンピース,noun,noun,Kleid,das,Kleider,a1,
457,"road, street, highway",道路,noun,noun,Straße,die,Straßen,a1,
458,dictionary,辞書,noun,noun,Wörterbuch,das,Wörterbücher,a2,
459,"emigration, immigration",移住,noun,noun,Auswanderung,die,Auswanderungen,b2,
460,loungewear,ルームウェア,noun,noun,Hauskleidung,die,,b2,
461,"cooked rice, meal",ご飯,noun,noun,Mahlzeit,die,Mahlzeiten,a2,Rendered in the meal sense; 米/Reis covers the grain.
462,"coffee shop, café, tea room",喫茶店,noun,noun,Café,das,Cafés,a1,
463,election,選挙,noun,noun,Wahl,die,Wahlen,b1,
464,wasabi,わさび,noun,,,,,,Culturally specific; German only borrows Wasabi.
465,video,動画,noun,noun,Video,das,Videos,a1,
466,fresh meat,精肉,noun,noun,Frischfleisch,das,,b2,
467,"to take, to get, to obtain",取る,verb,verb,nehmen,,,a1,
468,"first, beginning, start",最初,noun,noun,Anfang,der,Anfänge,a1,
469,music,音楽,noun,noun,Musik,die,,a1,
470,"patience, endurance",我慢,noun,noun,Geduld,die,,b1,
471,"condition, requirement",条件,noun,noun,Bedingung,die,Bedingungen,b1,
472,"perfect score, full marks",満点,noun,noun,Bestnote,die,Bestnoten,b2,
473,fresh fish,鮮魚,noun,noun,Frischfisch,der,,b2,
474,facilities,設備,noun,noun,Ausstattung,die,,b1,
475,"height (of a person), stature",身長,noun,noun,Körpergröße,die,,a2,
476,"night, evening",夜,noun,noun,Nacht,die,Nächte,a1,
477,"nobility, aristocracy",貴族,noun,noun,Adel,der,,b2,
478,"opposition, objection",反対,noun,noun,Widerspruch,der,Widersprüche,b2,
479,underwear,下着,noun,noun,Unterwäsche,die,,a2,
480,business trip,出張,noun,noun,Dienstreise,die,Dienstreisen,b1,
481,rice bowl dish,丼,noun,,,,,,Culturally specific dish; German only borrows Donburi.
