concept_id,gloss,ja_word,part_of_speech,de_part_of_speech,de_word,de_gender,de_plural,de_cefr,note
151,"to know, to be aware of, to learn",知る,verb,verb,wissen,,,a1,
152,"to sell, to deal in",売る,verb,verb,verkaufen,,,a2,
153,area along a railway line,沿線,noun,,,,,,"German has no single term; Bahnstrecke is the line itself, not the area beside it."
154,"map, atlas",地図,noun,noun,Karte,die,Karten,a1,
155,"train ticket, boarding pass",乗車券,noun,noun,Fahrkarte,die,Fahrkarten,a1,
156,"to excel, to surpass",優れる,verb,verb,übertreffen,,,b2,
157,"machine, machinery, mechanism",機械,noun,noun,Maschine,die,Maschinen,a2,
158,"nursing, care",看護,noun,noun,Pflege,die,,b1,
159,eel,うなぎ,noun,noun,Aal,der,Aale,b2,
160,"to disappear, to vanish, to go out (fire/light)",消える,verb,verb,verschwinden,,,b1,
161,"time, season, period, occasion",時期,noun,noun,Zeitraum,der,Zeiträume,b1,
162,"japanese food, japanese cuisine",和食,noun,,,,,,Culturally specific; German only borrows washoku.
163,shaving,髭剃り,noun,noun,Rasur,die,Rasuren,b2,
164,"luck, fortune",運,noun,noun,Glück,das,,a2,
165,animal,動物,noun,noun,Tier,das,Tiere,a1,
166,"newspaper (the physical paper), newsprint",新聞紙,noun,noun,Zeitungspapier,das,,b2,Distinct from 新聞/Zeitung: the paper as material.
167,father,父親,noun,noun,Vater,der,Väter,a1,
168,"ophthalmology, eye clinic",眼科,noun,noun,Augenheilkunde,die,,c1,
169,soap,石鹸,noun,noun,Seife,die,Seifen,a2,
170,"radio waves, electromagnetic waves, signal",電波,noun,noun,Funkwelle,die,Funkwellen,c1,
171,"going to work, attendance",出勤,noun,noun,Arbeitsbeginn,der,,b2,
172,fare,運賃,noun,noun,Fahrpreis,der,Fahrpreise,b1,
173,bridge,橋,noun,noun,Brücke,die,Brücken,a2,
174,"cinema, movie theater",映画館,noun,noun,Kino,das,Kinos,a1,
175,self-defense,自衛,noun,noun,Selbstverteidigung,die,,b2,
176,"god, deity, divine being (respectful)",神様,noun,noun,Gott,der,Götter,a2,
177,"wound, cut",傷口,noun,noun,Wunde,die,Wunden,b1,
178,older brother (plain/humble),兄,noun,noun,Bruder,der,Brüder,a1,German does not distinguish older from younger sibling.
179,life (of a living thing),命,noun,noun,Leben,das,Leben,a1,
